ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,impressions,clicks,spent,total_conversion,approved_conversion,ctr,conversion_rate,cpa,roas
737931,936,109698,30-34,F,20,3343,1,0.540000021,1,0,0.0002991325157044571,0.0,,1.8518517798353937
737961,936,109706,30-34,F,23,523,0,0.0,1,0,0.0,,,
737995,936,109714,30-34,F,26,1873,0,0.0,1,0,0.0,,,
738006,936,109717,30-34,F,27,34740,7,13.41000009,1,1,0.00020149683362118595,0.14285714285714285,13.41000009,0.07457121501033487
738067,936,109731,30-34,F,32,658,0,0.0,1,0,0.0,,,
738098,936,109738,30-34,F,64,1539,0,0.0,1,0,0.0,,,
738307,936,109788,35-39,F,31,3010,1,0.860000014,1,1,0.0003322259136212625,1.0,0.860000014,1.162790678745268
738389,936,109808,40-44,F,10,27081,9,10.77000046,1,1,0.00033233632436025255,0.1111111111111111,10.77000046,0.09285050671204892
738408,936,109813,40-44,F,16,20233,4,5.590000153,3,0,0.00019769683190826867,0.0,,0.5366726150069928
738413,936,109813,40-44,F,16,147159,36,58.16000044,3,1,0.00024463335575805763,0.027777777777777776,58.16000044,0.051581842800962674
738423,936,109816,40-44,F,18,21664,7,10.61999977,1,1,0.00032311669128508124,0.14285714285714285,10.61999977,0.0941619606080274
738436,936,109820,40-44,F,19,9112,4,5.460000038,1,1,0.0004389815627743635,0.25,5.460000038,0.18315018187551155
738463,936,109826,40-44,F,21,542,0,0.0,1,0,0.0,,,
738528,936,109839,40-44,F,30,402,0,0.0,1,1,0.0,,0.0,
738560,936,109844,40-44,F,64,1338,0,0.0,1,0,0.0,,,
738582,936,109848,45-49,F,10,46150,15,20.17999983,1,1,0.0003250270855904659,0.06666666666666667,20.17999983,0.049554014292575936
738592,936,109850,45-49,F,16,493821,116,176.3799977,4,1,0.0002349029304140569,0.008620689655172414,176.3799977,0.022678308493934176
738593,936,109850,45-49,F,16,92011,27,34.39000046,2,1,0.00029344317527252176,0.037037037037037035,34.39000046,0.058156440047921996
738598,936,109851,45-49,F,18,12956,4,5.49000001,1,1,0.00030873726458783575,0.25,5.49000001,0.1821493621454474
738606,936,109852,45-49,F,19,529,0,0.0,1,0,0.0,,,
738637,936,109857,45-49,F,24,944,1,1.419999957,1,0,0.001059322033898305,0.0,,0.7042253734378107
738648,936,109859,45-49,F,26,111090,38,51.97000027,5,1,0.0003420649923485462,0.02631578947368421,51.97000027,0.09620935104913364
747212,936,110836,30-34,M,10,7208,2,3.190000057,1,0,0.0002774694783573807,0.0,,0.31347961822309145
747213,936,110836,30-34,M,10,1746,0,0.0,1,0,0.0,,,
747220,936,110837,30-34,M,15,2474,0,0.0,2,2,0.0,,0.0,
747222,936,110838,30-34,M,16,12489,2,1.960000038,1,0,0.00016014092401313155,0.0,,0.5102040717409415
747223,936,110838,30-34,M,16,8032,1,0.600000024,2,0,0.0001245019920318725,0.0,,3.3333332000000055
747248,936,110842,30-34,M,21,472,0,0.0,1,1,0.0,,0.0,
747332,936,110856,30-34,M,64,792,0,0.0,1,1,0.0,,0.0,
747362,936,110861,35-39,M,15,4607,1,1.149999976,1,1,0.00021706099413935315,1.0,1.149999976,0.8695652355387528
747369,936,110862,35-39,M,16,13355,2,3.180000067,1,1,0.00014975664545114188,0.5,3.180000067,0.31446540217950253
747370,936,110862,35-39,M,16,2936,0,0.0,1,0,0.0,,,
747401,936,110867,35-39,M,22,2793,1,0.980000019,1,1,0.00035803795202291446,1.0,0.980000019,1.020408143481883
747435,936,110873,35-39,M,28,1032,0,0.0,1,0,0.0,,,
747439,936,110874,35-39,M,29,1662,0,0.0,1,1,0.0,,0.0,
747489,936,110882,40-44,M,2,4016,2,1.480000049,1,1,0.00049800796812749,0.5,1.480000049,0.6756756533053331
747514,936,110886,40-44,M,16,14843,3,2.939999938,1,1,0.0002021154753082261,0.3333333333333333,2.939999938,0.34013606159470605
747645,936,110908,45-49,M,10,9674,3,4.600000024,1,1,0.0003101095720487906,0.3333333333333333,4.600000024,0.2173913032136106
747659,936,110910,45-49,M,16,12186,2,2.669999957,1,0,0.00016412276382734285,0.0,,0.3745318412377787
747675,936,110913,45-49,M,20,673,0,0.0,1,0,0.0,,,
747678,936,110914,45-49,M,21,370,0,0.0,1,1,0.0,,0.0,
747712,936,110919,45-49,M,26,450,0,0.0,1,1,0.0,,0.0,
747790,936,110932,30-34,F,10,2077,0,0.0,1,1,0.0,,0.0,
747791,936,110932,30-34,F,10,31393,8,10.96000051,1,1,0.00025483388016436787,0.125,10.96000051,0.09124087166671126
747795,936,110933,30-34,F,15,8410,2,2.359999895,1,1,0.00023781212841854935,0.5,2.359999895,0.42372883241166415
747798,936,110934,30-34,F,16,25884,5,7.350000143,1,0,0.00019316952557564519,0.0,,0.13605441912166233
747824,936,110938,30-34,F,21,608,0,0.0,1,1,0.0,,0.0,
747828,936,110939,30-34,F,22,28488,10,9.340000033,1,0,0.00035102499297950013,0.0,,0.10706638077803098
747852,936,110943,30-34,F,26,10126,3,4.619999886,1,0,0.0002962670353545329,0.0,,0.21645022179119597
747859,936,110944,30-34,F,27,22572,5,8.5,1,0,0.00022151337940811626,0.0,,0.11764705882352941
747863,936,110944,30-34,F,27,1955,0,0.0,1,1,0.0,,0.0,
747879,936,110947,30-34,F,30,493,0,0.0,1,0,0.0,,,
747903,936,110951,30-34,F,63,1491,0,0.0,1,1,0.0,,0.0,
747911,936,110952,30-34,F,64,1495,0,0.0,1,1,0.0,,0.0,
747968,936,110962,35-39,F,21,512,0,0.0,0,0,0.0,,,
747991,936,110966,35-39,F,25,4868,2,2.420000076,1,0,0.0004108463434675431,0.0,,0.4132231275186125
748000,936,110967,35-39,F,26,6585,2,2.950000048,1,0,0.00030372057706909645,0.0,,0.3389830453318013
748007,936,110968,35-39,F,27,10164,2,3.720000029,1,1,0.0001967729240456513,0.5,3.720000029,0.2688172022054573
748014,936,110970,35-39,F,29,11182,4,4.449999809,1,0,0.0003577177606868181,0.0,,0.2247191107688427
748045,936,110975,35-39,F,63,1238,0,0.0,1,0,0.0,,,
748086,936,110982,40-44,F,16,34127,8,13.07000017,1,0,0.00023441849561930435,0.0,,0.07651109311347469
748087,936,110982,40-44,F,16,29466,7,10.84999967,2,0,0.0002375619357904025,0.0,,0.18433180284142808
748089,936,110982,40-44,F,16,38759,9,10.84999967,1,0,0.00023220413323357157,0.0,,0.09216590142071404
748091,936,110982,40-44,F,16,41720,10,12.06000006,1,1,0.00023969319271332693,0.1,12.06000006,0.0829187392226265
748225,936,111005,45-49,F,15,18602,5,8.860000134,1,0,0.00026878830233308245,0.0,,0.11286681544874116
748230,936,111006,45-49,F,16,83929,21,27.72999954,4,1,0.00025021148828176194,0.047619047619047616,27.72999954,0.1442481091364634
748231,936,111006,45-49,F,16,25194,6,7.349999905,1,0,0.00023815194093831864,0.0,,0.13605442352723404
748233,936,111006,45-49,F,16,78627,19,26.53000045,1,0,0.000241647271293576,0.0,,0.03769317689551717
748235,936,111006,45-49,F,16,102695,25,39.42999983,3,0,0.00024343931057987245,0.0,,0.07608420017586391
748294,936,111016,45-49,F,27,82827,24,47.93000031,3,0,0.00028976058531638235,0.0,,0.06259127854364081
748295,936,111016,45-49,F,27,9240,3,6.039999962,1,0,0.0003246753246753247,0.0,,0.16556291494890576
748303,936,111018,45-49,F,29,7706,2,2.369999886,1,0,0.0002595380223202699,0.0,,0.42194094856593595
748314,936,111020,45-49,F,31,7821,4,6.340000153,1,1,0.000511443549418233,0.25,6.340000153,0.157728702818219
748341,936,111024,45-49,F,64,1363,0,0.0,1,1,0.0,,0.0,
776318,936,115484,45-49,F,15,3569,0,0.0,1,1,0.0,,0.0,
776322,936,115485,45-49,F,16,119063,34,53.21999949,1,0,0.0002855631052468021,0.0,,0.018789928778332653
776323,936,115485,45-49,F,16,99078,23,35.79999948,2,0,0.00023214033387835846,0.0,,0.05586592259916983
776325,936,115485,45-49,F,16,452398,114,180.2200012,1,0,0.00025199050393679903,0.0,,0.005548773684060989
776334,936,115487,45-49,F,10,191223,48,76.41000056,1,0,0.00025101582968575954,0.0,,0.01308729214332046
776336,936,115487,45-49,F,10,22216,6,9.549999952,1,0,0.0002700756211739287,0.0,,0.10471204241111812
776338,936,115487,45-49,F,10,48291,11,18.01999998,1,0,0.00022778571576484232,0.0,,0.05549389573306758
776353,936,115490,40-44,F,63,27559,8,13.37,1,0,0.000290286294858304,0.0,,0.07479431563201197
776373,936,115493,45-49,F,25,10194,4,4.590000033,2,1,0.00039238767902687857,0.25,4.590000033,0.43572984436185513
776383,936,115495,45-49,F,23,1168,0,0.0,1,1,0.0,,0.0,
776405,936,115498,45-49,F,21,40126,16,25.86000001,1,0,0.0003987439565369087,0.0,,0.03866976023253296
776416,936,115500,45-49,F,19,3659,1,0.49000001,1,1,0.00027329871549603714,1.0,0.49000001,2.0408162848813003
776430,936,115503,30-34,M,10,3200,0,0.0,1,0,0.0,,,
776464,936,115508,45-49,F,29,7550,1,1.679999948,1,1,0.00013245033112582781,1.0,1.679999948,0.5952381136621321
776469,936,115509,45-49,F,28,45397,15,25.41999936,1,1,0.0003304183095799282,0.06666666666666667,25.41999936,0.03933910405889168
776473,936,115510,30-34,M,16,23086,2,3.310000062,1,1,8.663259118080222e-05,0.5,3.310000062,0.30211479796642976
776475,936,115510,30-34,M,16,16425,1,1.549999952,1,0,6.0882800608828e-05,0.0,,0.6451613103017696
776476,936,115510,30-34,M,16,43756,5,5.439999938,0,0,0.00011427004296553616,0.0,,0.0
776477,936,115510,30-34,M,16,9982,0,0.0,1,0,0.0,,,
776489,936,115512,45-49,F,26,175389,55,81.60999787,1,0,0.00031358865151178236,0.0,,0.012253400638399012
776494,936,115513,30-34,M,15,7015,0,0.0,1,0,0.0,,,
776515,936,115517,45-49,F,65,12706,3,4.98999989,1,1,0.00023610892491736187,0.3333333333333333,4.98999989,0.20040080602085944
776519,936,115517,45-49,F,65,70702,20,31.7099998,1,0,0.00028287742920992336,0.0,,0.03153579332409835
776533,936,115520,45-49,F,63,63927,16,25.52000046,2,0,0.00025028548187776685,0.0,,0.07836990454348919
776534,936,115520,45-49,F,63,15105,3,4.25999999,1,0,0.00019860973187686197,0.0,,0.23474178458859574
776538,936,115521,30-34,F,15,8774,1,1.830000043,1,0,0.00011397310234784591,0.0,,0.5464480745916572
776551,936,115523,30-34,F,16,14459,1,1.389999986,1,0,6.916107614634484e-05,0.0,,0.7194244676776564
776552,936,115523,30-34,F,16,21596,2,2.809999943,1,0,9.260974254491573e-05,0.0,,0.35587189333975017
776553,936,115523,30-34,F,16,66765,8,11.04999971,1,0,0.00011982326069048154,0.0,,0.09049773993161489
776563,936,115525,30-34,F,7,1369,0,0.0,1,1,0.0,,0.0,
776579,936,115527,30-34,F,10,26910,5,7.229999781,1,0,0.0001858045336306206,0.0,,0.13831259063491802
776603,936,115531,30-34,F,2,506,0,0.0,1,0,0.0,,,
776615,936,115533,45-49,M,63,11988,3,4.269999862,1,0,0.00025025025025025025,0.0,,0.2341920450394619
776623,936,115535,45-49,M,64,19353,6,9.4799999,1,1,0.0003100294527980158,0.16666666666666666,9.4799999,0.10548523318022399
776631,936,115536,40-44,M,29,10960,2,2.890000105,1,0,0.0001824817518248175,0.0,,0.34602074867398663
776643,936,115538,30-34,M,15,33491,6,10.56999969,2,1,0.00017915260816338719,0.16666666666666666,10.56999969,0.18921476430052764
776644,936,115538,30-34,M,15,20083,2,3.200000048,2,1,9.958671513220136e-05,0.5,3.200000048,0.6249999906250001
776659,936,115541,30-34,M,16,8817,0,0.0,1,1,0.0,,0.0,
776661,936,115541,30-34,M,16,15466,1,0.970000029,1,0,6.46579593948015e-05,0.0,,1.0309278042299934
776662,936,115541,30-34,M,16,27072,3,4.370000005,1,0,0.00011081560283687943,0.0,,0.2288329516832575
776663,936,115541,30-34,M,16,15753,1,0.569999993,1,1,6.347997206881229e-05,1.0,0.569999993,1.7543859864573716
776668,936,115542,40-44,M,19,3523,1,1.809999943,1,1,0.0002838489923360772,1.0,1.809999943,0.5524862052440407
776685,936,115545,40-44,M,16,7745,0,0.0,1,0,0.0,,,
776686,936,115545,40-44,M,16,18709,2,3.319999933,1,0,0.00010690042225666791,0.0,,0.3012048253556395
776687,936,115545,40-44,M,16,8022,0,0.0,2,1,0.0,,0.0,
776696,936,115547,30-34,M,10,7966,1,1.179999948,1,1,0.00012553351744915893,1.0,1.179999948,0.847457664464236
776697,936,115547,30-34,M,10,4132,0,0.0,1,1,0.0,,0.0,
776698,936,115547,30-34,M,10,12785,3,4.730000019,2,1,0.00023464998044583498,0.3333333333333333,4.730000019,0.4228329792740324
776699,936,115547,30-34,M,10,8213,1,1.379999995,1,1,0.00012175818823815901,1.0,1.379999995,0.7246376837849192
776722,936,115551,30-34,M,2,545,0,0.0,1,1,0.0,,0.0,
776725,936,115552,40-44,M,23,2479,1,1.25999999,1,0,0.0004033884630899556,0.0,,0.7936507999496095
776780,936,115561,40-44,M,2,3812,2,3.049999952,1,0,0.0005246589716684155,0.0,,0.32786885761891976
776793,936,115563,45-49,M,21,1609,0,0.0,1,0,0.0,,,
776799,936,115564,45-49,M,20,10257,3,3.579999924,1,1,0.0002924831822170225,0.3333333333333333,3.579999924,0.2793296148684499
776817,936,115567,40-44,M,10,12356,4,6.279999971,1,0,0.0003237293622531564,0.0,,0.15923566952513288
776825,936,115568,45-49,M,18,7410,1,1.210000038,1,0,0.0001349527665317139,0.0,,0.826446255037225
776829,936,115569,45-49,M,16,140098,28,46.63000011,1,0,0.000199860097931448,0.0,,0.02144542135194089
776831,936,115569,45-49,M,16,107021,20,34.44000012,1,0,0.00018687921062221434,0.0,,0.029036004544589995
776840,936,115571,35-39,M,36,2797,1,1.289999962,1,0,0.0003575259206292456,0.0,,0.7751938212847792
776861,936,115574,45-49,M,7,16461,6,9.21999979,1,0,0.00036449790413705123,0.0,,0.10845987231850035
776892,936,115580,40-44,M,63,17488,5,7.719999909,1,0,0.0002859103385178408,0.0,,0.12953368028336332
776928,936,115586,35-39,M,10,9750,2,1.5,1,1,0.00020512820512820512,0.5,1.5,0.6666666666666666
776935,936,115587,45-49,M,36,1136,0,0.0,1,1,0.0,,0.0,
777105,936,115615,45-49,M,63,4333,1,0.180000007,1,1,0.00023078698361412417,1.0,0.180000007,5.555555339506181
777130,936,115619,35-39,M,16,6260,0,0.0,1,0,0.0,,,
777131,936,115619,35-39,M,16,6359,0,0.0,1,0,0.0,,,
777166,936,115625,30-34,M,63,2383,0,0.0,1,1,0.0,,0.0,
777187,936,115629,40-44,M,27,11292,3,5.389999866,1,1,0.00026567481402763017,0.3333333333333333,5.389999866,0.18552876156973172
777198,936,115631,30-34,M,64,12729,4,5.779999852,1,0,0.000314243067012334,0.0,,0.17301038505286107
777200,936,115631,30-34,M,64,1898,0,0.0,1,1,0.0,,0.0,
777201,936,115631,30-34,M,64,1882,0,0.0,1,1,0.0,,0.0,
